Topic,Phrase_FR,Phrase_EN
HR_HIRING,La rémunération dépend de l'expérience après la période d'essai.,The remuneration depends on experience after probation.
GOSSIP,Elle est un fumiste tout le monde le sait.,She is a slacker everyone knows it.
CYBER,Le ransomware en cours niveau critique.,The ransomware in progress critical level.
CYBER,Une faille XSS intercepté(e) par le WAF.,XSS vulnerability intercepted by the WAF.
GOSSIP,Le chef ne sait rien faire c'est hallucinant.,The boss can't do anything it is mind-blowing.
GOSSIP,Il a eu le poste par piston depuis qu'il est arrivé.,He got the job by nepotism since he arrived.
HR_COMPLAINT,Je signale doit cesser immédiatement.,I report must stop immediately.
HR_COMPLAINT,Ce comportement une plainte vis-à-vis de l'équipe.,This behavior a complaint regarding the team.
BUSINESS,La marge commerciale hésite encore pour valider le budget.,Commercial margin is still hesitating to validate budget.
CYBER,Tentative d'intrusion intercepté(e) depuis une IP suspecte.,Intrusion attempt intercepted from suspicious IP.
GOSSIP,Mon collègue est hypocrite depuis qu'il est arrivé.,My colleague is hypocritical since he arrived.
HR_HIRING,La mutuelle sera versé(e) si tu signes demain.,Health insurance will be paid if you sign tomorrow.
HR_HIRING,L'offre inclut des actions sur 13 mois.,The offer includes shares over 13 months.
HR_COMPLAINT,Je subis porte atteinte à ma dignité immédiatement.,I suffer affects my dignity immediately.
HR_HIRING,L'offre dépend de l'expérience si tu signes demain.,The offer depends on experience if you sign tomorrow.
INFRA,La carte mère sature dans la salle serveur.,The motherboard is maxing out in server room.
ACCOUNTING,Le passif circulant manque de justificatif pour la clôture mensuelle.,Current liabilities lacks proof for monthly closing.
HR_HIRING,Les stock-options sera versé(e) après la période d'essai.,Stock options will be paid after probation.
HR_HIRING,Le variable est compétitif dans le contrat de travail.,The variable pay is competitive in the employment contract.
CYBER,L'antivirus est expiré(e) exfiltration de données.,The antivirus is expired data exfiltration.
HR_HIRING,Les stock-options sera versé(e) pour ce poste senior.,Stock options will be paid for this senior position.
INFRA,Le ventilateur est plein à 90% dans la salle serveur.,The fan is 90% full in server room.
TECH,La classe lance une stacktrace problème de dépendance.,The class throws a stacktrace dependency issue.
MISC,Je m'en occupe.,I handle it.
GOSSIP,C'est une ne sait rien faire c'est hallucinant.,She is a can't do anything it is mind-blowing.
TECH,Le compilateur lance une stacktrace erreur de syntaxe.,The compiler throws a stacktrace syntax error.
HR_COMPLAINT,Le management doit cesser selon le règlement intérieur.,The management must stop according to internal rules.
BANKING,Augmente le prélèvement sur le compte joint.,Increase the direct debit on the joint account.
HR_COMPLAINT,Cette situation est anxiogène depuis des mois.,This situation is anxiety-inducing for months.
INFRA,La carte mère ne répond plus il faut remplacer la pièce.,The motherboard is not responding part needs replacement.
INFRA,Le routeur ne répond plus alerte monitoring.,The router is not responding monitoring alert.
TECH,La requête HTTP est undefined paramètre manquant.,The HTTP request is undefined missing parameter.
TECH,Le framework est mal indenté(e) problème de dépendance.,The framework is poorly indented dependency issue.
BUSINESS,Le deal est perdu(e) face à la concurrence.,The deal is lost against competition.
ACCOUNTING,La facture fournisseur est incorrecte avant l'audit.,Supplier invoice is incorrect before the audit.
CYBER,Le ransomware inconnue détectée exfiltration de données.,The ransomware unknown detected data exfiltration.
ACCOUNTING,La provision pose problème selon les normes IFRS.,The provision is problematic according to IFRS.
GOSSIP,C'est une se la raconte depuis qu'il est arrivé.,She is a shows off since he arrived.
ACCOUNTING,La déclaration de TVA est à revoir dans le logiciel SAP.,The VAT return needs review in SAP software.
BANKING,Augmente le code PIN tout de suite.,Increase the PIN code immediately.
INFRA,La mémoire RAM fait du bruit erreur matérielle.,RAM memory makes noise hardware error.
BUSINESS,Le client est prioritaire sur le marché US.,The client is priority on the US market.
GOSSIP,Le chef est bizarre depuis qu'il est arrivé.,The boss is weird since he arrived.
ACCOUNTING,Le rapprochement bancaire doit être régularisé(e) dans les livres légaux.,Bank reconciliation must be adjusted in statutory books.
GOSSIP,C'est un est un fumiste depuis qu'il est arrivé.,He is a is a slacker since he arrived.
CYBER,Tentative d'intrusion sur le port 22 par le WAF.,Intrusion attempt on port 22 by the WAF.
CYBER,Le firewall mis en quarantaine exfiltration de données.,The firewall quarantined data exfiltration.
INFRA,L'alimentation ne répond plus dans la salle serveur.,Power supply is not responding in server room.
ACCOUNTING,Le report à nouveau ne s'équilibre pas dans les livres légaux.,Retained earnings does not balance in statutory books.
CYBER,L'accès root mis en quarantaine niveau critique.,Root access quarantined critical level.
HR_COMPLAINT,Je subis me met en danger au travail.,I suffer endangers me at work.
GOSSIP,Mon collègue ne sait rien faire il sert à rien.,My colleague can't do anything he is useless.
BUSINESS,La propale hésite encore avant la deadline.,The proposal is still hesitating before the deadline.
CYBER,Payload malveillant est expiré(e) sur la DMZ.,Malicious payload is expired on the DMZ.
BANKING,Oppose la transaction immédiatement.,Stop the transaction right now.
INFRA,Le ventilateur doit être redémarré ping élevé.,The fan must be rebooted high ping.
BUSINESS,La marge commerciale va signer pour valider le budget.,Commercial margin will sign to validate budget.
TECH,Le build lance une stacktrace sur la branche dev.,The build throws a stacktrace on dev branch.
GOSSIP,Mon collègue est un fumiste il sert à rien.,My colleague is a slacker he is useless.
LOVE,Tu me manques terriblement. mon amour.,I miss you terribly. my love.
GOSSIP,Le chef est un incapable c'est hallucinant.,The boss is incapable it is mind-blowing.
GOSSIP,Ce type a eu le poste par piston franchement.,This guy got the job by nepotism honestly.
BUSINESS,Le closing est perdu(e) avec la clause de sortie.,The closing is lost with the exit clause.
INFRA,L'alimentation doit être redémarré sur le node 1.,Power supply must be rebooted on node 1.
ACCOUNTING,L'avoir client pose problème suite à l'erreur de saisie.,Customer credit note is problematic following data entry error.
GOSSIP,Ce manager est nul à chier depuis qu'il est arrivé.,This manager is absolutely useless since he arrived.
BANKING,Confirme ma carte pour suspicion.,Confirm my card for suspicion.
GOSSIP,Il est hypocrite franchement.,He is hypocritical honestly.
TECH,La requête HTTP ne compile pas dans le main.,The HTTP request does not compile in main.
HR_HIRING,La rémunération sera versé(e) selon la grille RH.,The remuneration will be paid according to HR grid.
CYBER,Attaque DDoS mis en quarantaine depuis une IP suspecte.,DDoS Attack quarantined from suspicious IP.
GOSSIP,Le chef est un lèche-bottes c'est hallucinant.,The boss is a bootlicker it is mind-blowing.
TECH,La variable renvoie une erreur 404 après le commit.,The variable returns a 404 error after commit.
INFRA,Le câble Ethernet surchauffe erreur matérielle.,Ethernet cable is overheating hardware error.
TECH,Le fichier JSON lance une stacktrace dans le main.,The JSON file throws a stacktrace in main.
BUSINESS,La marge commerciale se termine demain pour valider le budget.,Commercial margin ends tomorrow to validate budget.
HR_HIRING,La mutuelle inclut des actions dans le contrat de travail.,Health insurance includes shares in the employment contract.
ACCOUNTING,La déclaration de TVA n'est pas lettré(e) suite à l'erreur de saisie.,The VAT return is not reconciled following data entry error.
CYBER,Signature virale inconnue détectée compromission du compte.,Viral signature unknown detected account compromise.
TECH,L'argument est mal indenté(e) après le commit.,The argument is poorly indented after commit.
CYBER,Certificat SSL sur le port 22 depuis une IP suspecte.,SSL Certificate on port 22 from suspicious IP.
BANKING,Augmente la transaction code erroné.,Increase the transaction wrong code.
ACCOUNTING,Le bilan est incorrecte avant l'audit.,The balance sheet is incorrect before the audit.
BUSINESS,Le client doit être relancé(e) face à la concurrence.,The client must be followed up against competition.
ACCOUNTING,Le rapprochement bancaire pose problème sur l'exercice N-1.,Bank reconciliation is problematic on year N-1.
GOSSIP,Le chef est un incapable il sert à rien.,The boss is incapable he is useless.
BANKING,Augmente le chèque tout de suite.,Increase the check immediately.
INFRA,Le switch est déconnecté coupure de courant.,The switch is disconnected power cut.
HR_COMPLAINT,Le harcèlement une rupture conventionnelle selon le règlement intérieur.,Harassment a mutual termination according to internal rules.
GOSSIP,Ce manager est incompétent tout le monde le sait.,This manager is incompetent everyone knows it.
BANKING,Confirme le sans contact suite au vol.,Confirm contactless payment following theft.
HR_HIRING,Le variable est au-dessus du marché pour ce poste senior.,The variable pay is above market for this senior position.
GOSSIP,C'est une ne sait rien faire franchement.,She is a can't do anything honestly.
GOSSIP,Le nouveau est bizarre c'est une blague.,The new guy is weird it's a joke.
GOSSIP,La directrice est incompétent il sert à rien.,The director is incompetent he is useless.
ACCOUNTING,L'écriture comptable n'est pas comptabilisé(e) selon les normes IFRS.,The accounting entry is not recorded according to IFRS.
CYBER,Payload malveillant chiffre les données patch de sécurité requis.,Malicious payload encrypts data security patch required.
HR_HIRING,Les tickets resto augmente de 10% hors avantages en nature.,Meal vouchers increases by 10% excluding benefits.
INFRA,L'alimentation ne répond plus sur le node 1.,Power supply is not responding on node 1.
ACCOUNTING,Le rapprochement bancaire manque de justificatif pour la clôture mensuelle.,Bank reconciliation lacks proof for monthly closing.
BANKING,Valide ma carte suite au vol.,Validate my card following theft.
GOSSIP,Le nouveau est un lèche-bottes depuis qu'il est arrivé.,The new guy is a bootlicker since he arrived.
BANKING,Autorise le virement tout de suite.,Authorize the transfer immediately.
GOSSIP,Mon collègue est bizarre à la machine à café.,My colleague is weird at the coffee machine.
HR_COMPLAINT,Je signale ne respecte pas le droit depuis des mois.,I report does not respect the law for months.
INFRA,Le routeur ne répond plus coupure de courant.,The router is not responding power cut.
HR_HIRING,Les stock-options augmente de 10% selon la grille RH.,Stock options increases by 10% according to HR grid.
HR_HIRING,Le télétravail est au-dessus du marché dans le contrat de travail.,Remote work is above market in the employment contract.
CYBER,L'antivirus signale une alerte patch de sécurité requis.,The antivirus signals an alert security patch required.
HR_COMPLAINT,Le management est inacceptable et je saisis les prud'hommes.,The management is unacceptable and I contact labor court.
